id,error_type,grammatical_error_sentence,correct_sentence
750,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
751,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
752,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
753,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
754,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
755,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
756,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
757,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
758,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
759,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
760,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
761,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
762,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
763,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
764,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
765,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
766,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
767,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
768,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
769,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
770,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
771,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
772,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
773,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
774,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
775,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
776,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
777,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
778,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
779,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
780,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
781,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
782,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
783,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
784,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
785,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
786,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
787,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
788,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
789,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
790,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
791,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
792,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
793,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
794,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
795,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
796,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
797,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
798,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
799,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
800,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
801,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
802,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
803,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
804,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
805,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
806,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
807,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
808,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
809,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
810,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
811,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
812,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
813,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
814,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
815,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
816,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
817,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
818,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
819,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
820,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
821,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
822,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
823,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
824,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
825,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
826,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
827,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
828,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
829,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
830,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
831,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
832,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
833,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
834,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
835,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
836,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
837,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
838,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
839,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
840,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
841,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
842,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
843,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
844,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
845,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
846,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
847,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
848,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
849,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
850,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
851,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
852,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
853,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
854,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
855,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
856,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
857,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
858,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
859,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
860,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
861,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
862,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
863,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
864,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
865,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
866,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
867,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
868,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
869,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
870,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
871,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
872,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
873,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
874,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
875,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
876,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
877,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
878,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
879,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
880,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
881,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
882,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
883,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
884,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
885,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
886,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
887,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
888,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
889,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
890,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
891,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
892,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
893,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
894,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
895,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
896,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
897,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
898,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
899,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
900,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
901,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
902,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
903,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
904,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
905,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
906,Error1,கோபுரம் உலருகிறான்.,கோபுரம் உலர்கின்றது.
907,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
908,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
909,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
910,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
911,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
912,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
913,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
914,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
915,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
916,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
917,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
918,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
919,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
920,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
921,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
922,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
923,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
924,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
925,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
926,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
927,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
928,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
929,Error2,அவர் எழுதுகிறார்.,அவர் எழுதினார்.
930,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
931,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
932,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
933,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
934,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
935,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
936,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
937,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
938,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
939,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
940,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
941,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
942,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
943,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
944,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
945,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
946,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
947,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
948,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
949,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
950,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
951,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
952,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
953,Error2,அந்த நாள் மழை பெய்கிறது.,அந்த நாள் மழை பெய்தது.
954,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
955,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
956,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
957,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
958,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
959,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
960,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
961,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
962,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
963,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
964,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
965,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
966,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
967,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
968,Error1,நாய் ஓடுகிறது.,நாய் ஓடுகின்றது.
969,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
970,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
971,Error2,அவள் சிரிக்கிறாள்.,அவள் சிரித்தாள்.
972,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
973,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
974,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
975,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
976,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
977,Error1,அவள் வண்டியை ஓட்டுகிறான்.,அவள் வண்டியை ஓட்டுகிறாள்.
978,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
979,Error1,கிளிகள் பறக்கிறான்.,கிளிகள் பறக்கின்றன.
980,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
981,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
982,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
983,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
984,Error2,நேற்று நான் செல்வேன்.,நேற்று நான் சென்றேன்.
985,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
986,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
987,Error1,அவர்கள் சிரிக்கிறான்.,அவர்கள் சிரிக்கிறார்கள்.
988,Error2,மாடு மேய்கிறது.,மாடு மேய்ந்தது.
989,Error1,பசுக்கள் மேய்கிறது.,பசுக்கள் மேய்கின்றன.
990,Error1,சிறுமி கதைசொல்கிறான்.,சிறுமி கதைசொல்கிறாள்.
991,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
992,Error2,அவர்கள் பாடுகிறார்கள்.,அவர்கள் பாடினர்.
993,Error1,அவன் பாடுகிறான்.,அவள் பாடுகிறாள்.
994,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
995,Error1,மரம் வளர்கிறது.,மரம் வளர்கின்றது.
996,Error2,நான் படிக்கிறேன்.,நான் படித்தேன்.
997,Error2,அவர்கள் ஆடுகிறார்கள்.,அவர்கள் ஆடினர்.
998,Error2,குடும்பம் உணவருந்தும்.,குடும்பம் உணவருந்தியது.
999,Error1,அவர் தண்ணீர் குடிக்கிறான்.,அவர் தண்ணீர் குடிக்கிறார்.
1000,Error2,நான் விளையாடுகிறேன்.,நான் விளையாடினேன்.
